Area_Name,HR,lon,lat
77th Street,19,-118.309,33.9778
Harbor,13,-118.2619,33.78
Northeast,18,-118.2253,34.0865
Olympic,4,-118.3003,34.04
Southwest,15,-118.3338,34.0276
Hollenbeck,2,-118.2093,34.0256
Hollenbeck,10,-118.2177,34.0234
Newton,11,-118.2691,34.0035
N Hollywood,13,-118.3611,34.135
Wilshire,21,-118.3686,34.0478
Pacific,11,-118.4524,33.9939
77th Street,8,-118.2564,33.9602
Olympic,17,-118.3091,34.0635
Wilshire,3,-118.3774,34.0373
Southeast,22,-118.2629,33.9602
Wilshire,12,-118.3397,34.0835
Pacific,18,-118.3745,33.9377
Northeast,14,-118.2862,34.0958
77th Street,18,-118.3309,33.9829
Pacific,17,-118.4763,33.9945
Pacific,3,-118.4483,33.9964
Hollenbeck,17,-118.2146,34.0305
N Hollywood,21,-118.3965,34.1704
Wilshire,13,-118.3243,34.0548
Newton,23,-118.2433,34.0072
Central,14,-118.2387,34.0582
West Valley,8,-118.5027,34.2212
Topanga,22,-118.6048,34.1512
Rampart,14,-118.2769,34.0405
Hollenbeck,16,-118.1975,34.0175
Southwest,3,-118.3423,34.0142
77th Street,9,-118.3108,33.9921
Harbor,13,-118.3078,33.7875
Southwest,15,-118.3294,33.998
Wilshire,22,-118.3604,34.0391
Pacific,16,-118.4412,33.9998
Newton,11,-118.28,33.9965
Rampart,22,-118.2584,34.0559
Southwest,2,-118.335,34.0326
77th Street,10,-118.3089,33.9951
Olympic,19,-118.2878,34.0728
77th Street,6,-118.2812,33.9747
Northeast,21,-118.2384,34.0682
West Valley,5,-118.5386,34.1939
Pacific,18,-118.4295,34.0271
Wilshire,15,-118.3548,34.0677
Wilshire,20,-118.3248,34.0604
West Valley,12,-118.5099,34.2084
77th Street,15,-118.2812,33.9747
Newton,0,-118.2783,33.9824
Mission,12,-118.4547,34.2184
N Hollywood,20,-118.379,34.1867
Newton,22,-118.2791,34.0131
Pacific,16,-118.4109,34.0164
Devonshire,12,-118.5153,34.2794
Southwest,7,-118.3023,34.0037
Foothill,20,-118.4115,34.2791
Southeast,7,-118.2826,33.9339
Newton,21,-118.2636,34.0078
Olympic,14,-118.3021,34.0526
Pacific,17,-118.477,33.9937
Southwest,19,-118.346,34.0256
Hollenbeck,22,-118.1922,34.0198
Southwest,13,-118.3531,34.0171
West Valley,15,-118.5288,34.1545
Hollywood,14,-118.3384,34.0907
West Valley,11,-118.5514,34.2084
Southwest,4,-118.2827,34.0088
Olympic,1,-118.2868,34.0764
Southeast,9,-118.258,33.927
Olympic,9,-118.3004,34.0738
Foothill,13,-118.3678,34.2399
Southeast,15,-118.2772,33.9469
Hollenbeck,3,-118.2153,34.04
N Hollywood,13,-118.4216,34.198
Wilshire,18,-118.323,34.0547
Southwest,14,-118.3585,34.0271
N Hollywood,15,-118.3801,34.1522
Mission,21,-118.4553,34.2215
Central,12,-118.2359,34.0668
Mission,23,-118.4582,34.2904
Pacific,1,-118.3703,33.9787
Topanga,4,-118.5885,34.1956
Rampart,7,-118.2839,34.0498
Wilshire,22,-118.3423,34.0372
Hollywood,17,-118.3223,34.0908
Pacific,17,-118.472,33.9874
West LA,23,-118.3762,34.0516
Central,22,-118.2567,34.0405
Southwest,10,-118.3338,34.0326
N Hollywood,17,-118.4094,34.1867
Topanga,0,-118.5709,34.171
Topanga,21,-118.5859,34.1665
West LA,18,-118.5246,34.0487
West Valley,22,-118.5185,34.1723
Southwest,21,-118.3351,34.0256
Hollywood,4,-118.3277,34.0944
Northeast,22,-118.2053,34.1086
Wilshire,21,-118.34,34.0571
Newton,20,-118.2695,33.9755
Newton,1,-118.2573,34.0241
Mission,2,-118.4324,34.248
77th Street,21,-118.3245,33.9855
Newton,18,-118.2783,33.9824
Central,11,-118.2625,34.042
Wilshire,10,-118.3576,34.0405
Olympic,4,-118.2916,34.0526
Topanga,3,-118.606,34.2047
Wilshire,14,-118.3614,34.0802
Mission,13,-118.4569,34.2427
Foothill,12,-118.4125,34.2731
Topanga,18,-118.5975,34.2198
West LA,17,-118.4743,34.1265
N Hollywood,12,-118.4052,34.1486
Central,2,-118.2541,34.0407
Foothill,20,-118.3671,34.2342
Rampart,18,-118.2696,34.0562
West Valley,17,-118.5405,34.2207
Devonshire,2,-118.5362,34.2442
Devonshire,18,-118.485,34.2429
77th Street,18,-118.2962,33.9746
Rampart,15,-118.2679,34.0656
Southwest,2,-118.3563,34.0289
West Valley,21,-118.5328,34.2048
Foothill,7,-118.398,34.2362
Mission,1,-118.4562,34.2391
Wilshire,19,-118.3472,34.0649
Devonshire,7,-118.4849,34.2574
N Hollywood,8,-118.3696,34.1567
Hollywood,17,-118.3224,34.1029
Devonshire,9,-118.5623,34.2428
77th Street,0,-118.342,33.9881
Topanga,21,-118.5762,34.1971
Southeast,15,-118.2893,33.9464
Southeast,15,-118.2871,33.9367
Mission,18,-118.4453,34.2427
Olympic,11,-118.3067,34.0712
Mission,5,-118.4646,34.2667
West Valley,2,-118.4836,34.1867
Hollywood,16,-118.3224,34.1017
Hollywood,18,-118.3674,34.098
Topanga,11,-118.571,34.2202
Southeast,17,-118.2782,33.9528
Pacific,17,-118.4095,33.942
Rampart,16,-118.2917,34.0777
Southwest,15,-118.3182,34.0073
Mission,21,-118.446,34.2226
Southwest,15,-118.3312,34.0164
Foothill,1,-118.4321,34.2588
Southwest,13,-118.3504,34.0183
Hollywood,13,-118.3092,34.0956
Southwest,4,-118.2827,34.0088
Hollenbeck,11,-118.2192,34.0806
Van Nuys,4,-118.4312,34.1684
Harbor,16,-118.2923,33.7406
N Hollywood,12,-118.3908,34.1427
Hollywood,3,-118.3244,34.0908
Southeast,19,-118.2517,33.9388
Rampart,1,-118.2654,34.0745
Van Nuys,16,-118.4465,34.1907
77th Street,14,-118.3089,33.9924
Hollywood,3,-118.3266,34.0908
Wilshire,16,-118.3546,34.0649
Harbor,21,-118.309,33.8245
Topanga,12,-118.6059,34.1992
Wilshire,19,-118.337,34.047
Wilshire,16,-118.3498,34.0836
Central,15,-118.2312,34.0736
Van Nuys,14,-118.4487,34.2012
N Hollywood,22,-118.382,34.1319
77th Street,13,-118.298,33.9867
Van Nuys,10,-118.4312,34.1649
Newton,17,-118.2441,34.0018
Rampart,13,-118.2672,34.0606
N Hollywood,18,-118.3643,34.1425
Rampart,8,-118.2767,34.0544
Van Nuys,11,-118.4662,34.1576
Southwest,12,-118.2827,34.0038
West LA,20,-118.4656,34.0423
Harbor,7,-118.3148,33.724
West Valley,19,-118.536,34.18
Rampart,0,-118.2733,34.0469
Northeast,14,-118.2365,34.1039
Northeast,21,-118.262,34.0878
Southeast,15,-118.2461,33.9485
Central,23,-118.2479,34.0439
N Hollywood,21,-118.3877,34.1875
Topanga,17,-118.6277,34.1865
Southwest,17,-118.2915,34.0109
Foothill,20,-118.3703,34.2157
Harbor,14,-118.2908,33.7862
West LA,13,-118.4677,34.0415
77th Street,16,-118.2673,33.9601
Pacific,5,-118.4487,33.9595
West LA,13,-118.3952,34.046
Central,12,-118.2383,34.0623
Wilshire,22,-118.3777,34.0735
West LA,20,-118.4604,34.0499
Southwest,16,-118.2999,34.0155
Central,11,-118.2509,34.046
Harbor,20,-118.2842,33.7347
West Valley,16,-118.4771,34.2121
Topanga,9,-118.5797,34.2047
Southwest,22,-118.3552,34.0247
Mission,15,-118.4676,34.2319
Foothill,23,-118.3663,34.2287
N Hollywood,16,-118.3773,34.1681
Olympic,14,-118.3131,34.0564
Hollenbeck,8,-118.178,34.0834
77th Street,4,-118.3046,33.9951
Central,11,-118.2443,34.0417
Hollywood,13,-118.3386,34.0871
Hollywood,18,-118.3136,34.1017
Mission,12,-118.4588,34.2995
Northeast,22,-118.2447,34.0726
Olympic,16,-118.2884,34.0637
Foothill,10,-118.3935,34.2395
Pacific,1,-118.3785,33.9455
N Hollywood,0,-118.3943,34.1751
Van Nuys,21,-118.4485,34.1794
Olympic,11,-118.314,34.0653
Newton,17,-118.2652,33.9933
Hollywood,18,-118.3136,34.0981
Hollywood,7,-118.3363,34.0926
Rampart,16,-118.2842,34.055
West LA,13,-118.438,34.0604
77th Street,1,-118.3177,33.9746
Foothill,17,-118.3281,34.2598
Wilshire,9,-118.3699,34.0344
Olympic,15,-118.2841,34.0401
Van Nuys,18,-118.4257,34.1722
Pacific,18,-118.4718,33.9872
West LA,11,-118.3762,34.0471
Van Nuys,18,-118.4137,34.1649
West Valley,8,-118.536,34.1724
Southeast,21,-118.2781,33.9428
77th Street,19,-118.2915,33.9822
Hollywood,12,-118.3069,34.0835
Olympic,20,-118.3196,34.0835
Topanga,19,-118.5884,34.1938
Central,11,-118.268,34.0356
77th Street,2,-118.3046,33.9468
Van Nuys,19,-118.4225,34.194
Wilshire,11,-118.3258,34.0619
Pacific,15,-118.3903,33.9648
Van Nuys,17,-118.464,34.1867
Hollywood,20,-118.3448,34.1016
Topanga,13,-118.5974,34.1679
Southwest,13,-118.3373,34.0072
Mission,4,-118.4493,34.2264
Northeast,17,-118.2447,34.0726
Newton,10,-118.2487,34.0281
N Hollywood,15,-118.403,34.1429
Harbor,11,-118.3093,33.8584
Devonshire,21,-118.5024,34.2503
Hollywood,22,-118.3387,34.1004
Wilshire,15,-118.3451,34.0623
Hollywood,22,-118.3267,34.1055
Topanga,0,-118.5994,34.2156
Devonshire,5,-118.5798,34.25
West LA,17,-118.4206,34.0504
Rampart,10,-118.2845,34.0846
Devonshire,12,-118.4848,34.2792
Northeast,23,-118.2446,34.0957
Topanga,0,-118.5884,34.1974
Southeast,11,-118.2586,33.9319
Hollywood,22,-118.3267,34.1055
Hollenbeck,18,-118.2039,34.0671
Northeast,8,-118.222,34.1418
Wilshire,8,-118.3248,34.0399
West Valley,15,-118.5011,34.2012
Central,10,-118.2439,34.0442
Olympic,11,-118.2899,34.0652
77th Street,12,-118.309,33.96
N Hollywood,15,-118.3636,34.1504
Southwest,17,-118.3161,34.0156
Hollywood,12,-118.3448,34.1028
Newton,12,-118.2739,33.9747
77th Street,7,-118.3003,33.9798
Central,17,-118.2574,34.0388
Southwest,7,-118.309,34.0347
Foothill,21,-118.2979,34.256
N Hollywood,18,-118.3681,34.1794
Devonshire,14,-118.5361,34.2428
Devonshire,17,-118.5027,34.2212
Harbor,17,-118.2624,33.78
Mission,18,-118.4553,34.2318
Wilshire,8,-118.3614,34.0872
Southwest,14,-118.2773,34.0236
West Valley,17,-118.487,34.2001
Olympic,10,-118.3195,34.0512
Topanga,20,-118.5754,34.2012
Newton,13,-118.2564,33.9925
Devonshire,15,-118.5361,34.2355
Northeast,17,-118.2481,34.0808
Devonshire,11,-118.6039,34.2542
77th Street,15,-118.3331,33.9718
77th Street,23,-118.2871,33.9727
Northeast,17,-118.2318,34.1187
Foothill,20,-118.3074,34.2634
Pacific,21,-118.4527,33.9879
Northeast,6,-118.2632,34.0781
Newton,19,-118.2574,34.0277
Van Nuys,9,-118.4509,34.1867
Southwest,8,-118.3672,34.0201
77th Street,11,-118.3308,33.9872
Topanga,1,-118.6145,34.1688
Rampart,20,-118.263,34.0634
Newton,17,-118.2705,34.0144
Newton,7,-118.2653,34.0138
Southwest,4,-118.2865,34.0305
West Valley,15,-118.5461,34.1725
Pacific,19,-118.3732,33.9761
Wilshire,20,-118.3392,34.0783
Foothill,12,-118.3926,34.227
Hollenbeck,13,-118.2144,34.0606
Wilshire,1,-118.3768,34.0445
Newton,8,-118.2739,33.9858
Devonshire,9,-118.5623,34.2282
77th Street,22,-118.3177,33.9818
Southwest,8,-118.2756,34.0288
Harbor,5,-118.2447,33.7911
Hollenbeck,1,-118.2093,34.0512
Northeast,11,-118.2947,34.0955
Mission,10,-118.4362,34.2297
West LA,9,-118.4482,34.0341
Northeast,19,-118.1967,34.1194
Northeast,1,-118.2755,34.1141
Harbor,13,-118.3064,33.8257
Wilshire,23,-118.3441,34.0819
West LA,8,-118.4322,34.0643
Rampart,16,-118.2687,34.0693
Southwest,18,-118.3519,34.0325
Rampart,11,-118.2568,34.0606
Devonshire,8,-118.5273,34.2287
Olympic,10,-118.3055,34.0712
Hollywood,7,-118.3211,34.0998
Olympic,15,-118.2864,34.0453
77th Street,13,-118.3112,33.9591
Rampart,9,-118.2598,34.0576
77th Street,22,-118.2783,33.9679
Pacific,18,-118.4209,33.991
Mission,15,-118.4488,34.2216
N Hollywood,18,-118.3746,34.1795
Olympic,15,-118.2929,34.0745
Devonshire,21,-118.5099,34.2211
Rampart,8,-118.26,34.0644
Wilshire,15,-118.3448,34.0572
N Hollywood,18,-118.3834,34.1794
West LA,17,-118.451,34.0956
West Valley,15,-118.5535,34.1866
N Hollywood,14,-118.3965,34.1867
N Hollywood,8,-118.379,34.1504
Newton,17,-118.2739,33.9915
Hollywood,6,-118.3628,34.0981
Van Nuys,18,-118.4552,34.152
Southeast,17,-118.283,33.8927
Newton,9,-118.2689,34.0302
Northeast,12,-118.2363,34.1027
Newton,5,-118.2388,33.9994
Olympic,10,-118.3029,34.069
77th Street,21,-118.2782,33.9624
West LA,13,-118.4432,34.0525
Van Nuys,10,-118.4487,34.1877
Wilshire,12,-118.3762,34.0336
Olympic,19,-118.3157,34.0472
Devonshire,21,-118.5151,34.2248
West Valley,0,-118.5448,34.2138
Foothill,10,-118.3935,34.2395
Central,11,-118.2486,34.06
Olympic,21,-118.309,34.0418
Southeast,11,-118.2493,33.9295
West LA,12,-118.4245,34.0415
Wilshire,22,-118.3659,34.0872
Van Nuys,17,-118.464,34.1535
Northeast,14,-118.2598,34.0869
Foothill,0,-118.3473,34.2193
Olympic,17,-118.2954,34.0763
Southeast,20,-118.2739,33.9581
Hollywood,12,-118.3333,34.1016
N Hollywood,7,-118.3834,34.2067
Foothill,2,-118.3105,34.2647
Olympic,19,-118.3091,34.0763
Wilshire,15,-118.3474,34.0762
Central,3,-118.2348,34.0402
West LA,14,-118.4379,34.0402
Hollywood,13,-118.3072,34.1018
N Hollywood,1,-118.3775,34.1249
Newton,15,-118.2553,34.035
Southeast,23,-118.2739,33.9528
Southwest,4,-118.2865,34.0305
N Hollywood,10,-118.4195,34.2125
Northeast,8,-118.2602,34.0798
Wilshire,18,-118.3651,34.0645
77th Street,16,-118.316,33.9932
Pacific,18,-118.386,33.9455
Southeast,23,-118.2827,33.9551
Olympic,0,-118.3207,34.0539
Rampart,2,-118.2917,34.0818
Devonshire,9,-118.4761,34.2574
Foothill,23,-118.4385,34.2648
West Valley,7,-118.5011,34.1893
Hollywood,9,-118.3616,34.0981
Wilshire,17,-118.3441,34.0871
Southeast,9,-118.2462,33.9439
Harbor,18,-118.3012,33.7925
Southeast,10,-118.2308,33.9321
Olympic,18,-118.2916,34.0618
Pacific,11,-118.4173,34.013
Newton,16,-118.2652,34.0039
Mission,12,-118.4267,34.2091
Wilshire,3,-118.3686,34.0847
Newton,15,-118.2694,34.0172
Newton,15,-118.2686,34.0289
West LA,14,-118.3823,34.0328
Mission,14,-118.4672,34.2677
Newton,7,-118.2653,34.0193
Pacific,13,-118.4073,33.944
77th Street,18,-118.3294,33.9932
Harbor,16,-118.2674,33.7768
Newton,14,-118.2535,34.0379
West Valley,15,-118.523,34.1939
Topanga,12,-118.6233,34.1657
Hollywood,5,-118.3363,34.0907
Wilshire,22,-118.3291,34.0531
Mission,13,-118.4297,34.2157
West Valley,23,-118.5273,34.2084
Newton,13,-118.2614,34.0296
Central,17,-118.2381,34.0497
Olympic,2,-118.3041,34.0509
Mission,13,-118.4297,34.2157
Hollywood,5,-118.3363,34.0907
N Hollywood,7,-118.3834,34.2067
Pacific,21,-118.3702,33.9799
Olympic,0,-118.3207,34.0539
Hollywood,8,-118.3519,34.1035
N Hollywood,16,-118.4052,34.1867
Newton,7,-118.2653,34.0193
West Valley,15,-118.523,34.1939
West LA,16,-118.4497,34.0289
Southeast,10,-118.2308,33.9321
West LA,7,-118.4824,34.1102
Newton,14,-118.2624,34.0114
Olympic,19,-118.3,34.0526
77th Street,16,-118.316,33.9932
Central,17,-118.2381,34.0497
Van Nuys,16,-118.44,34.1576
77th Street,7,-118.3177,33.9873
Pacific,8,-118.4023,33.9454
Van Nuys,9,-118.4138,34.1576
Devonshire,2,-118.5361,34.2428
Hollenbeck,14,-118.2188,34.0278
Southwest,6,-118.2937,34.0037
Northeast,9,-118.2219,34.0855
Foothill,9,-118.3682,34.2639
Hollywood,8,-118.3755,34.104
Pacific,1,-118.4427,33.9847
Wilshire,15,-118.3487,34.0853
Mission,9,-118.4467,34.3103
Northeast,5,-118.2961,34.0982
N Hollywood,14,-118.4052,34.2012
Mission,20,-118.4427,34.3022
Wilshire,18,-118.3651,34.0645
Hollywood,14,-118.3468,34.098
77th Street,16,-118.316,33.9932
Van Nuys,14,-118.4575,34.1867
Wilshire,8,-118.3297,34.0399
Foothill,0,-118.4246,34.2749
Hollenbeck,13,-118.2253,34.042
Newton,16,-118.2652,34.0039
Mission,13,-118.4488,34.2216
Southeast,20,-118.2739,33.9581
N Hollywood,0,-118.3703,34.167
Newton,15,-118.2694,34.0172
Rampart,2,-118.2917,34.0818
Southeast,23,-118.2739,33.9528
Mission,23,-118.4673,34.2646
Olympic,19,-118.3091,34.0763
Hollenbeck,21,-118.2064,34.0392
Wilshire,17,-118.3274,34.0477
Van Nuys,17,-118.4488,34.2103
Wilshire,17,-118.3441,34.0871
West Valley,23,-118.4815,34.2022
Central,14,-118.2397,34.0525
Harbor,15,-118.2975,33.7896
77th Street,16,-118.2915,33.9905
Central,21,-118.2534,34.0452
Northeast,7,-118.2595,34.0879
Southeast,11,-118.239,33.9352
Newton,13,-118.2608,33.9983
Wilshire,16,-118.3816,34.0736
Pacific,11,-118.3935,33.9796
Newton,14,-118.2535,34.0379
Devonshire,19,-118.5536,34.2282
Olympic,13,-118.3139,34.0599
Topanga,12,-118.6233,34.1657
Foothill,17,-118.431,34.2745
77th Street,0,-118.2827,33.9933
Olympic,14,-118.2842,34.0473
Hollywood,8,-118.3384,34.0907
N Hollywood,15,-118.4094,34.1749
Devonshire,7,-118.6061,34.2391
West LA,16,-118.4484,34.0465
Mission,14,-118.4714,34.3086
Olympic,17,-118.2954,34.0763
77th Street,18,-118.3294,33.9932
West Valley,7,-118.5011,34.1893
Southwest,8,-118.2871,34.0037
West LA,8,-118.4491,34.0422
Pacific,13,-118.4072,33.9433
West Valley,22,-118.5142,34.2084
Topanga,13,-118.5881,34.1681
Harbor,18,-118.3012,33.7925
Olympic,12,-118.309,34.04
Newton,17,-118.2609,34.0048
Olympic,9,-118.2916,34.056
Newton,12,-118.2686,34.0289
Devonshire,14,-118.5361,34.2573
Southwest,21,-118.3556,34.0216
Wilshire,22,-118.3291,34.0531
Wilshire,3,-118.3686,34.0847
N Hollywood,22,-118.3908,34.1427
Topanga,15,-118.5865,34.1938
Northeast,18,-118.2874,34.11
Foothill,2,-118.3105,34.2647
Southeast,21,-118.2916,33.9165
Northeast,20,-118.2941,34.1374
Newton,13,-118.2614,34.0296
Newton,15,-118.2553,34.035
Pacific,11,-118.4173,34.013
Pacific,18,-118.386,33.9455
Wilshire,23,-118.3264,34.0441
Foothill,23,-118.4385,34.2648
Harbor,16,-118.2674,33.7768
77th Street,13,-118.3101,33.9892
Hollywood,1,-118.3114,34.0835
West LA,14,-118.4379,34.0402
Wilshire,11,-118.3331,34.0835
Central,17,-118.2537,34.0523
Southeast,23,-118.2827,33.9551
Newton,8,-118.2689,34.0181
West Valley,23,-118.5273,34.2084
Wilshire,15,-118.3474,34.0762
Newton,9,-118.2571,34.0219
Newton,18,-118.2594,34.0319
Devonshire,9,-118.4761,34.2574
N Hollywood,10,-118.4195,34.2125
Hollenbeck,12,-118.2258,34.0543
Southeast,9,-118.2462,33.9439
Devonshire,17,-118.4851,34.2356
Topanga,15,-118.6315,34.1634
Southeast,14,-118.2543,33.9237
Mission,17,-118.4306,34.2095
N Hollywood,10,-118.3746,34.194
Wilshire,13,-118.3611,34.0571
Newton,10,-118.2565,34.0006
Southwest,19,-118.335,34.0326
Foothill,4,-118.3617,34.2249
Wilshire,17,-118.3294,34.062
Harbor,16,-118.2455,33.7809
N Hollywood,13,-118.4225,34.2012
Van Nuys,16,-118.4661,34.2142
Mission,18,-118.4559,34.2716
Harbor,9,-118.2936,33.791
Rampart,19,-118.2881,34.08
Wilshire,19,-118.3285,34.0798
Devonshire,13,-118.4851,34.2356
Newton,3,-118.2652,33.9825
Devonshire,8,-118.5621,34.2748
Topanga,12,-118.6015,34.187
Wilshire,10,-118.3766,34.0761
N Hollywood,12,-118.4138,34.1504
Devonshire,12,-118.5025,34.2358
Wilshire,18,-118.3397,34.0835
Harbor,23,-118.2379,33.7824
N Hollywood,17,-118.4052,34.2085
Newton,16,-118.2619,34.0207
Southeast,15,-118.2827,33.9587
Southeast,17,-118.2826,33.9383
Hollenbeck,11,-118.2206,34.043
Olympic,17,-118.3091,34.0527
Hollywood,23,-118.3092,34.0949
Newton,16,-118.2784,34.0083
Pacific,20,-118.4697,33.9845
Southwest,17,-118.3177,34.0349
Mission,14,-118.4661,34.3046
Central,10,-118.2341,34.043
Devonshire,18,-118.5348,34.2292
Northeast,1,-118.2253,34.0865
Southeast,5,-118.2565,33.931
77th Street,1,-118.3089,33.998
West LA,16,-118.4367,34.0362
Southwest,17,-118.3311,34.0023
N Hollywood,12,-118.403,34.1429
Foothill,8,-118.3485,34.2103
Topanga,21,-118.6268,34.1649
Devonshire,12,-118.485,34.2429
N Hollywood,3,-118.3834,34.1831
Mission,11,-118.4488,34.2216
Northeast,21,-118.2243,34.0949
Olympic,10,-118.3181,34.0799
Mission,23,-118.4144,34.2928
N Hollywood,17,-118.3855,34.1687
Pacific,8,-118.3701,33.9685
West Valley,12,-118.5098,34.1611
Southeast,20,-118.2772,33.9469
Southeast,1,-118.2564,33.9533
Van Nuys,10,-118.4585,34.1535
Pacific,13,-118.4427,33.9519
77th Street,17,-118.3089,34.0037
Topanga,12,-118.5754,34.2201
Devonshire,17,-118.5109,34.2793
Newton,19,-118.2495,34.0256
Van Nuys,4,-118.4618,34.1939
77th Street,12,-118.3089,33.9892
Topanga,21,-118.6188,34.1675
Central,19,-118.2418,34.0372
Pacific,15,-118.4611,33.9826
Harbor,21,-118.2924,33.7243
Mission,12,-118.461,34.2355
77th Street,3,-118.2871,33.9747
Rampart,15,-118.2978,34.0836
Topanga,11,-118.6016,34.201
Pacific,18,-118.4313,34.017
Topanga,0,-118.5929,34.2029
Northeast,16,-118.2894,34.1115
Wilshire,14,-118.37,34.0431
Devonshire,8,-118.5723,34.2319
Topanga,13,-118.6059,34.1912
West LA,14,-118.4211,34.044
Northeast,13,-118.2702,34.1334
Foothill,20,-118.369,34.2191
N Hollywood,14,-118.3615,34.1522
Southwest,16,-118.3101,34.0309
Olympic,13,-118.3092,34.0776
West Valley,22,-118.5055,34.2012
Topanga,21,-118.6059,34.1867
N Hollywood,19,-118.3704,34.1649
West Valley,11,-118.5317,34.1939
Southeast,16,-118.2435,33.9432
West LA,9,-118.443,34.0437
Central,14,-118.2398,34.0527
Wilshire,8,-118.335,34.0375
Van Nuys,13,-118.4312,34.194
Newton,10,-118.2739,33.9843
West LA,18,-118.545,34.048
Topanga,14,-118.6065,34.2427
Northeast,11,-118.2801,34.0929
Hollywood,22,-118.3091,34.0849
Topanga,21,-118.6055,34.1753
Van Nuys,6,-118.4312,34.1576
West LA,18,-118.4467,34.0504
Van Nuys,13,-118.4662,34.2012
Pacific,12,-118.3823,33.9526
77th Street,12,-118.2827,34.0007
Pacific,15,-118.4248,33.9655
West LA,21,-118.4398,34.0546
Pacific,6,-118.3697,33.9821
West LA,20,-118.4229,34.043
Van Nuys,18,-118.44,34.1576
West LA,12,-118.4403,34.043
West LA,6,-118.4648,34.0791
Rampart,14,-118.2635,34.0776
Foothill,23,-118.4022,34.2632
Mission,13,-118.4655,34.2215
Wilshire,5,-118.3774,34.0373
Southeast,8,-118.2916,33.9415
Olympic,11,-118.3091,34.0577
Topanga,21,-118.5622,34.1866
Van Nuys,14,-118.4356,34.1867
Newton,22,-118.2695,33.9747
Pacific,17,-118.3904,34.0283
West LA,19,-118.4609,34.0495
Harbor,0,-118.2908,33.7862
Hollywood,10,-118.3032,34.0981
Pacific,8,-118.4363,34.0073
Northeast,1,-118.2588,34.1199
Foothill,6,-118.418,34.2797
Southwest,15,-118.2872,34.0055
Hollywood,20,-118.3337,34.1079
Southwest,11,-118.3556,34.0216
Topanga,12,-118.5797,34.1938
West LA,14,-118.4183,34.0334
Rampart,19,-118.2784,34.0741
Wilshire,15,-118.37,34.0522
Devonshire,2,-118.5028,34.3086
77th Street,17,-118.3089,33.9819
Southwest,9,-118.3244,33.9993
Topanga,15,-118.5974,34.1679
Newton,10,-118.2739,33.9754
Olympic,9,-118.2967,34.0691
Hollenbeck,22,-118.2032,34.0469
Hollenbeck,6,-118.1975,34.0175
Newton,8,-118.2478,33.9921
Topanga,1,-118.6233,34.166
Devonshire,14,-118.5024,34.2503
Olympic,15,-118.2857,34.0705
Pacific,16,-118.4214,34.0304
Topanga,8,-118.6058,34.1569
Newton,15,-118.2466,34.0039
Olympic,16,-118.3031,34.0526
Central,18,-118.2317,34.0748
Hollywood,22,-118.3091,34.0835
Southwest,9,-118.3244,33.9993
Mission,11,-118.4673,34.2646
Devonshire,12,-118.4849,34.2502
Devonshire,17,-118.5082,34.2793
Van Nuys,15,-118.4509,34.1794
Van Nuys,16,-118.4137,34.1867
Wilshire,19,-118.3347,34.0461
Newton,13,-118.2717,34.0201
West LA,9,-118.3876,34.0412
Mission,17,-118.4792,34.3036
Central,16,-118.2619,34.0335
Van Nuys,11,-118.4225,34.1576
Harbor,19,-118.281,33.7799
Van Nuys,6,-118.4674,34.2149
77th Street,21,-118.3003,33.9637
Topanga,11,-118.6234,34.1864
Rampart,13,-118.2715,34.0648
Central,22,-118.2294,34.0558
Newton,23,-118.2559,34.0299
Topanga,16,-118.6234,34.1864
N Hollywood,17,-118.4019,34.1649
Wilshire,9,-118.3647,34.0426
Newton,17,-118.2299,34.0276
Olympic,19,-118.309,34.0472
Harbor,14,-118.288,33.7229
Olympic,20,-118.3053,34.0472
Newton,10,-118.2453,34.033
West Valley,16,-118.5273,34.2012
Devonshire,23,-118.5021,34.2793
Southwest,2,-118.2756,34.0288
Rampart,10,-118.2635,34.0591
West Valley,15,-118.536,34.1698
Devonshire,18,-118.5973,34.25
Central,8,-118.2398,34.0527
Devonshire,18,-118.5566,34.2748
Mission,14,-118.4248,34.3026
Van Nuys,18,-118.465,34.1831
West LA,10,-118.4552,34.0722
Van Nuys,11,-118.4487,34.1887
Hollywood,12,-118.3467,34.1291
Wilshire,8,-118.3711,34.0761
Central,7,-118.2336,34.0511
Rampart,9,-118.2635,34.0591
West LA,19,-118.3803,34.0594
West LA,10,-118.4049,34.0344
77th Street,10,-118.2915,33.9897
Hollenbeck,15,-118.2118,34.0755
Van Nuys,17,-118.4137,34.1649
Newton,10,-118.2521,33.993
Rampart,13,-118.2795,34.0616
77th Street,21,-118.2652,33.9694
Devonshire,15,-118.5711,34.2392
Hollenbeck,11,-118.2196,34.0263
Rampart,15,-118.2881,34.08
Devonshire,20,-118.4999,34.2292
Southeast,5,-118.2338,33.936
Topanga,7,-118.6054,34.1773
Hollywood,2,-118.3361,34.1016
Topanga,12,-118.5885,34.2199
Wilshire,11,-118.3721,34.0526
Southeast,13,-118.2335,33.9315
Hollywood,7,-118.3107,34.1017
West LA,9,-118.3803,34.0594
West LA,23,-118.4407,34.0541
Southwest,4,-118.3089,34.0309
Olympic,6,-118.3042,34.0545
West LA,22,-118.4056,34.1114
Southwest,8,-118.3244,34.0109
Van Nuys,17,-118.4225,34.194
Hollenbeck,18,-118.2196,34.0431
Newton,13,-118.2738,34.0316
Southwest,19,-118.3002,34.0109
