Area_Name,HR,lon,lat
Newton,20,-118.2624,34.0199
Foothill,0,-118.3553,34.2341
Devonshire,7,-118.5623,34.2282
Mission,21,-118.4499,34.2268
Harbor,9,-118.2955,33.7694
Harbor,17,-118.2923,33.7415
Hollywood,6,-118.3735,34.1135
Hollenbeck,8,-118.2076,34.0658
Southwest,15,-118.3089,34.0274
N Hollywood,22,-118.3877,34.1875
Devonshire,12,-118.4849,34.2574
West Valley,11,-118.4924,34.2012
Devonshire,13,-118.5328,34.2673
Newton,8,-118.2775,34.0075
Mission,21,-118.4499,34.2268
Southeast,8,-118.2795,33.933
Van Nuys,5,-118.4204,34.1794
Wilshire,21,-118.3625,34.0507
Van Nuys,21,-118.4723,34.2012
Devonshire,17,-118.5623,34.2331
West LA,9,-118.4812,34.0686
West Valley,9,-118.5535,34.1906
Rampart,5,-118.2679,34.0609
Southwest,5,-118.3182,34.0108
Newton,15,-118.2783,33.9747
Olympic,10,-118.309,34.04
Foothill,23,-118.3185,34.2597
Southeast,22,-118.2915,33.9528
Newton,14,-118.2312,34.0346
Southeast,8,-118.2915,33.958
Harbor,10,-118.2815,33.864
Pacific,1,-118.4433,34.0285
West Valley,20,-118.5099,34.2157
Devonshire,16,-118.5361,34.2355
Pacific,11,-118.4662,33.9968
Hollywood,14,-118.3295,34.0998
Devonshire,17,-118.5026,34.2285
Hollywood,6,-118.3428,34.0926
N Hollywood,12,-118.3878,34.1867
Pacific,7,-118.4373,33.9855
Southwest,16,-118.3544,34.0268
Hollywood,14,-118.3201,34.0944
Southeast,16,-118.2543,33.9295
Newton,13,-118.2522,34.0133
N Hollywood,10,-118.3703,34.2048
77th Street,19,-118.3112,33.9591
Topanga,18,-118.6058,34.172
West LA,7,-118.4588,34.0465
Van Nuys,19,-118.4574,34.1794
Van Nuys,12,-118.4487,34.1877
Topanga,6,-118.6468,34.1968
Northeast,9,-118.2685,34.0893
Topanga,8,-118.606,34.2047
Topanga,11,-118.6015,34.1878
N Hollywood,14,-118.3774,34.1585
77th Street,17,-118.2929,33.9656
Wilshire,8,-118.3321,34.0835
Northeast,18,-118.3018,34.1237
Rampart,21,-118.2775,34.0488
Topanga,14,-118.6005,34.1462
Mission,23,-118.472,34.2356
Northeast,2,-118.226,34.1428
Hollenbeck,10,-118.2198,34.0243
Southwest,9,-118.3089,34.0109
Southwest,23,-118.2915,34.0109
Hollywood,14,-118.3299,34.0907
Hollywood,22,-118.3415,34.1234
Harbor,20,-118.263,33.7867
Newton,10,-118.2478,33.9939
N Hollywood,9,-118.4155,34.2169
Wilshire,11,-118.3448,34.0474
Devonshire,14,-118.558,34.2573
West LA,21,-118.4674,34.0724
Topanga,14,-118.5638,34.1725
Olympic,10,-118.2979,34.0691
Southwest,12,-118.3002,34.0246
Topanga,7,-118.5956,34.2095
Southwest,13,-118.3351,34.011
77th Street,13,-118.2871,33.9933
77th Street,14,-118.2827,33.998
77th Street,19,-118.309,33.9591
Newton,13,-118.2738,34.0316
Hollenbeck,17,-118.2232,34.0358
Southeast,7,-118.2652,33.9322
Newton,16,-118.2739,33.9843
N Hollywood,19,-118.3965,34.183
Topanga,12,-118.571,34.201
77th Street,14,-118.2827,33.9737
77th Street,21,-118.3002,34.001
Southeast,17,-118.2893,33.9542
Hollywood,14,-118.3267,34.0998
Northeast,11,-118.2805,34.0925
West LA,11,-118.505,34.051
Southwest,19,-118.3312,34.0164
Pacific,20,-118.4588,33.9909
Hollenbeck,22,-118.1989,34.0588
Southeast,14,-118.2695,33.9383
Hollenbeck,3,-118.201,34.0188
Northeast,19,-118.2425,34.0807
Wilshire,9,-118.3442,34.0504
Van Nuys,21,-118.4487,34.2012
N Hollywood,21,-118.3744,34.1339
West Valley,1,-118.5273,34.1939
Van Nuys,9,-118.4662,34.1721
Devonshire,17,-118.5347,34.2819
Central,12,-118.242,34.043
Northeast,20,-118.2852,34.0967
Southwest,19,-118.2827,34.0312
Wilshire,6,-118.3386,34.065
Devonshire,13,-118.5099,34.2211
Rampart,16,-118.2962,34.0814
Olympic,17,-118.309,34.0436
Topanga,15,-118.5885,34.2156
77th Street,21,-118.35,33.9889
Southeast,18,-118.2491,33.9457
Van Nuys,17,-118.4488,34.1721
77th Street,18,-118.2981,33.9746
N Hollywood,21,-118.4144,34.2066
Southeast,1,-118.2869,33.9528
West LA,8,-118.4883,34.057
Pacific,14,-118.4503,34.007
Southwest,9,-118.3492,34.0283
77th Street,17,-118.287,33.9819
77th Street,9,-118.3352,33.9745
Wilshire,18,-118.346,34.0459
Topanga,13,-118.606,34.2083
Harbor,20,-118.2879,33.7306
Devonshire,20,-118.5536,34.2299
Newton,6,-118.2494,34.0174
Hollywood,19,-118.3025,34.0933
Olympic,0,-118.3029,34.069
Pacific,20,-118.4107,34.0292
Newton,16,-118.2652,34.0066
Wilshire,8,-118.3627,34.0838
Van Nuys,15,-118.4487,34.1867
77th Street,17,-118.2827,33.9892
Southwest,4,-118.3723,34.0217
Newton,10,-118.2734,34.0323
Foothill,11,-118.4005,34.2344
Hollenbeck,9,-118.1708,34.0929
Van Nuys,5,-118.469,34.2049
77th Street,18,-118.3304,33.9731
77th Street,15,-118.3126,33.9891
Foothill,1,-118.4171,34.2644
N Hollywood,10,-118.3612,34.1407
West Valley,19,-118.536,34.1866
Southeast,20,-118.2915,33.958
Olympic,16,-118.3066,34.0577
Topanga,0,-118.6102,34.1828
Southeast,14,-118.2695,33.932
Hollenbeck,22,-118.2178,34.0517
West Valley,6,-118.5448,34.1786
Central,19,-118.2542,34.0481
Central,18,-118.2584,34.0416
Devonshire,10,-118.5234,34.2649
Olympic,19,-118.3139,34.0599
77th Street,12,-118.3156,33.9646
Newton,16,-118.2565,34.0084
Foothill,23,-118.3351,34.2364
West LA,21,-118.4323,34.0413
Hollywood,2,-118.3502,34.1016
Northeast,8,-118.2983,34.0931
Van Nuys,17,-118.4279,34.1831
Mission,7,-118.4435,34.2399
Central,18,-118.2665,34.0338
Van Nuys,9,-118.4662,34.1721
Olympic,16,-118.3181,34.0799
Central,16,-118.2692,34.0363
Mission,23,-118.4655,34.2247
Hollenbeck,8,-118.2035,34.0461
Newton,9,-118.2749,34.0197
77th Street,2,-118.2827,33.979
Rampart,20,-118.27,34.0473
Central,22,-118.2612,34.0479
Hollywood,22,-118.3056,34.0981
Wilshire,11,-118.3773,34.0728
Hollywood,17,-118.361,34.1134
Olympic,11,-118.3045,34.0763
Southwest,8,-118.284,34.0321
Hollenbeck,17,-118.2052,34.0468
Hollenbeck,7,-118.2211,34.0742
Devonshire,8,-118.5082,34.2793
Wilshire,15,-118.3334,34.0485
Southwest,16,-118.3138,34.0256
Newton,15,-118.248,34.0395
Southeast,2,-118.239,33.9352
Hollywood,16,-118.3383,34.1042
Mission,9,-118.4176,34.2324
Foothill,19,-118.4358,34.2733
Newton,21,-118.2652,34.0057
Pacific,13,-118.3711,33.9454
Harbor,15,-118.2525,33.7805
77th Street,3,-118.2839,33.979
Olympic,9,-118.3229,34.0636
Hollenbeck,7,-118.2066,34.0138
N Hollywood,10,-118.3529,34.1321
Mission,13,-118.447,34.3243
Newton,9,-118.2499,34.0252
Hollenbeck,19,-118.2119,34.0793
Wilshire,12,-118.3525,34.0624
Hollenbeck,14,-118.2133,34.0493
Pacific,16,-118.4475,34.0274
Wilshire,14,-118.3425,34.0496
Van Nuys,9,-118.464,34.1649
Harbor,13,-118.267,33.791
Mission,16,-118.4404,34.2353
Pacific,7,-118.402,33.9579
Wilshire,14,-118.3779,34.0353
West LA,9,-118.4351,34.037
Devonshire,18,-118.5788,34.2747
Wilshire,14,-118.3273,34.069
Pacific,17,-118.4343,33.9406
Newton,14,-118.2557,34.0168
Harbor,15,-118.2679,33.7909
Hollenbeck,23,-118.2088,34.0453
Pacific,8,-118.3901,33.9455
Newton,19,-118.2435,33.9994
West Valley,23,-118.5361,34.2048
Hollywood,17,-118.3277,34.0944
Harbor,2,-118.299,33.7347
Northeast,16,-118.2089,34.0966
Olympic,5,-118.2975,34.0763
N Hollywood,13,-118.4137,34.1867
Wilshire,16,-118.3462,34.0762
Devonshire,11,-118.5536,34.2428
Devonshire,15,-118.5621,34.2748
West Valley,19,-118.5273,34.1903
Olympic,8,-118.3045,34.0763
Rampart,6,-118.271,34.0459
Mission,8,-118.4435,34.2695
Hollenbeck,12,-118.2137,34.0375
West LA,15,-118.448,34.062
Harbor,9,-118.2598,33.7801
Hollywood,9,-118.3244,34.088
West LA,13,-118.446,34.0354
Mission,13,-118.4546,34.2799
Wilshire,20,-118.3625,34.0507
West Valley,15,-118.4836,34.1939
Southeast,14,-118.2916,33.931
West LA,21,-118.4245,34.0415
Hollywood,15,-118.3295,34.0962
77th Street,19,-118.3003,33.9746
Hollywood,18,-118.3092,34.0981
West LA,14,-118.4199,34.0426
Topanga,15,-118.5753,34.1938
West Valley,10,-118.5535,34.1727
Mission,19,-118.4222,34.3001
Hollenbeck,22,-118.2218,34.0474
Newton,15,-118.2442,34.0172
Southeast,22,-118.2893,33.8853
West Valley,18,-118.4901,34.1573
Newton,12,-118.2739,33.9934
Devonshire,8,-118.5274,34.2208
Central,10,-118.2399,34.0649
Southeast,13,-118.287,33.9289
Topanga,17,-118.594,34.2355
Rampart,23,-118.2745,34.0848
Newton,16,-118.2687,34.0249
Devonshire,19,-118.5566,34.2748
Pacific,22,-118.3703,33.9773
Southeast,22,-118.2652,33.9438
Devonshire,11,-118.5059,34.2285
77th Street,11,-118.3002,33.9892
West LA,17,-118.447,34.0625
Foothill,16,-118.396,34.2587
Northeast,7,-118.2646,34.1076
Northeast,22,-118.2941,34.1374
Hollenbeck,19,-118.2116,34.0651
Hollywood,20,-118.3078,34.0885
Foothill,14,-118.3906,34.2314
Mission,15,-118.445,34.2128
West Valley,19,-118.4793,34.1903
Mission,10,-118.4707,34.2573
Pacific,21,-118.3963,33.9454
Wilshire,19,-118.3177,34.0455
Hollywood,15,-118.3157,34.0871
West LA,14,-118.4676,34.0563
Newton,6,-118.2738,34.0168
Rampart,8,-118.281,34.0522
Devonshire,6,-118.4982,34.2358
Topanga,1,-118.5966,34.2047
Southeast,6,-118.2827,33.9543
Pacific,16,-118.3785,33.9455
Wilshire,19,-118.3298,34.0422
Topanga,11,-118.5723,34.1512
Newton,13,-118.2701,33.9893
N Hollywood,20,-118.3878,34.2058
Wilshire,19,-118.3413,34.0571
Topanga,0,-118.638,34.1609
Mission,17,-118.4675,34.25
West Valley,15,-118.5011,34.2012
Pacific,15,-118.4642,33.9806
N Hollywood,14,-118.3704,34.1649
Pacific,21,-118.4222,34.0051
Southeast,1,-118.2652,33.9256
Devonshire,9,-118.5234,34.2649
Southwest,4,-118.3182,34.0108
Devonshire,21,-118.5536,34.2205
Topanga,18,-118.6234,34.1864
Olympic,12,-118.3066,34.0672
N Hollywood,11,-118.391,34.1794
Rampart,7,-118.2597,34.0727
Olympic,3,-118.3122,34.0496
Pacific,10,-118.3781,33.9743
West LA,8,-118.3784,34.0538
Van Nuys,12,-118.44,34.153
Wilshire,6,-118.3333,34.0359
Van Nuys,9,-118.464,34.1867
Topanga,21,-118.6287,34.1676
Southeast,20,-118.2739,33.931
Olympic,17,-118.2857,34.069
Newton,1,-118.2695,33.9815
77th Street,13,-118.2962,33.9746
N Hollywood,22,-118.4159,34.1867
Newton,5,-118.2715,34.0248
Harbor,14,-118.2879,33.746
Harbor,16,-118.2624,33.78
Wilshire,14,-118.3395,34.0485
Newton,17,-118.2719,34.0083
Newton,3,-118.2562,34.0193
Newton,13,-118.2521,34.0093
N Hollywood,18,-118.3635,34.1499
Mission,2,-118.4587,34.285
Van Nuys,18,-118.4485,34.1758
Van Nuys,17,-118.44,34.1576
Northeast,20,-118.2713,34.0828
Olympic,18,-118.3145,34.0436
Olympic,12,-118.309,34.04
Olympic,12,-118.2979,34.0526
77th Street,16,-118.3309,33.9829
Hollenbeck,15,-118.217,34.0257
Pacific,11,-118.4489,33.9876
Van Nuys,21,-118.4723,34.2012
Olympic,13,-118.2998,34.0577
Foothill,8,-118.407,34.2803
Devonshire,18,-118.6148,34.2548
Newton,13,-118.2729,34.0228
West LA,16,-118.3987,34.0437
Wilshire,16,-118.3473,34.0633
Devonshire,20,-118.5604,34.2971
77th Street,20,-118.3112,33.979
Hollenbeck,1,-118.193,34.0807
Central,15,-118.2474,34.059
Harbor,7,-118.272,33.7845
Harbor,12,-118.2924,33.7412
Topanga,18,-118.6146,34.1855
Hollywood,23,-118.3147,34.1053
Olympic,0,-118.3016,34.0672
Wilshire,21,-118.3499,34.0674
Van Nuys,15,-118.4394,34.1494
Newton,5,-118.2742,34.0169
Southwest,19,-118.3046,34.0349
Southwest,10,-118.2915,34.0255
Hollenbeck,15,-118.2144,34.0765
Southeast,15,-118.2916,33.9019
Mission,16,-118.4674,34.2609
Harbor,1,-118.299,33.7234
West LA,8,-118.4974,34.0554
Newton,6,-118.2739,33.9934
Rampart,15,-118.2832,34.0822
Mission,23,-118.472,34.2356
Devonshire,21,-118.5361,34.25
Southeast,15,-118.2827,33.9601
West Valley,17,-118.5622,34.1938
Harbor,19,-118.304,33.8448
Devonshire,16,-118.5361,34.25
Southwest,15,-118.3293,34.0256
Wilshire,20,-118.3511,34.0887
West LA,20,-118.4422,34.0983
Northeast,22,-118.2685,34.0894
Central,11,-118.2411,34.0467
West Valley,20,-118.5623,34.2156
Southeast,20,-118.2564,33.9529
Van Nuys,16,-118.4312,34.1684
Topanga,20,-118.5995,34.2282
77th Street,6,-118.3481,33.9889
Wilshire,23,-118.3272,34.0761
Southwest,14,-118.3571,34.0216
Harbor,20,-118.2484,33.7854
77th Street,22,-118.2915,33.9897
Topanga,3,-118.5994,34.1974
Van Nuys,11,-118.4662,34.1903
Harbor,13,-118.2923,33.7415
Southwest,8,-118.3452,34.0238
West LA,12,-118.4497,34.0289
Topanga,3,-118.5887,34.1848
77th Street,1,-118.2896,34.0006
Mission,12,-118.4889,34.3261
Van Nuys,17,-118.4312,34.1576
Van Nuys,10,-118.4487,34.1939
N Hollywood,20,-118.3866,34.2012
Pacific,12,-118.4193,33.9598
Pacific,8,-118.4703,33.988
Southeast,21,-118.2493,33.9295
Northeast,13,-118.2273,34.1428
77th Street,10,-118.2827,33.9611
Hollywood,22,-118.3093,34.0994
West LA,16,-118.4108,34.056
Mission,1,-118.4529,34.2608
Central,13,-118.2378,34.0583
Foothill,18,-118.4219,34.2491
Mission,1,-118.4529,34.2608
Olympic,15,-118.3078,34.0617
Olympic,19,-118.3066,34.0581
Mission,20,-118.4493,34.2134
Wilshire,13,-118.3258,34.0639
Pacific,4,-118.4073,33.944
Foothill,12,-118.4125,34.2731
Central,12,-118.2612,34.0479
Northeast,14,-118.2511,34.0752
Pacific,16,-118.4118,34.0286
Harbor,19,-118.229,33.7911
Northeast,0,-118.2239,34.0827
Hollenbeck,20,-118.1979,34.0188
Pacific,12,-118.4787,33.9926
Devonshire,20,-118.5623,34.2282
West LA,15,-118.4768,34.0473
Newton,16,-118.2565,33.9967
Topanga,2,-118.5974,34.1733
Foothill,11,-118.4313,34.258
N Hollywood,13,-118.3965,34.1687
Topanga,11,-118.5977,34.201
Wilshire,8,-118.3651,34.0645
Newton,5,-118.2565,34.0291
Southwest,15,-118.3723,34.0234
Pacific,9,-118.3921,33.9455
N Hollywood,20,-118.4094,34.1504
N Hollywood,17,-118.4106,34.2111
Devonshire,16,-118.4764,34.2283
77th Street,12,-118.298,33.9806
77th Street,10,-118.2739,33.9713
Mission,0,-118.4553,34.2355
Southeast,12,-118.2652,33.933
Hollywood,14,-118.328,34.1129
77th Street,15,-118.2827,33.9933
Hollywood,8,-118.3616,34.0981
West LA,19,-118.4482,34.0341
Foothill,18,-118.429,34.2531
Pacific,12,-118.4112,33.9929
Pacific,10,-118.384,33.9599
Pacific,8,-118.4054,33.9428
Northeast,18,-118.2918,34.0956
Hollywood,23,-118.3288,34.1016
N Hollywood,19,-118.3965,34.1921
77th Street,16,-118.2695,33.9713
Southwest,12,-118.3089,34.0247
Mission,19,-118.4303,34.3075
Mission,2,-118.4502,34.2354
West Valley,21,-118.5308,34.1667
Olympic,11,-118.3003,34.04
Hollenbeck,8,-118.2026,34.0475
Foothill,17,-118.3677,34.2215
Wilshire,15,-118.3504,34.0624
Newton,18,-118.2521,33.998
Newton,19,-118.2433,34.0063
Southwest,22,-118.3002,34.0184
Van Nuys,8,-118.4662,34.183
Wilshire,18,-118.3408,34.0458
Hollywood,19,-118.3224,34.1053
N Hollywood,17,-118.3648,34.1867
Northeast,22,-118.2264,34.0943
West Valley,11,-118.5317,34.1939
Olympic,12,-118.3135,34.0835
Wilshire,1,-118.3276,34.0619
Hollenbeck,8,-118.2004,34.0436
West Valley,11,-118.5099,34.2012
Mission,10,-118.4503,34.2248
Devonshire,11,-118.5361,34.2573
Pacific,22,-118.4369,33.9989
Southwest,20,-118.3351,34.0256
Devonshire,23,-118.55,34.2661
Van Nuys,11,-118.4485,34.1758
Rampart,9,-118.2759,34.0691
Newton,14,-118.2783,33.9747
Topanga,0,-118.6273,34.2331
Pacific,21,-118.4791,33.9918
Hollywood,22,-118.3093,34.0994
Van Nuys,14,-118.4366,34.1504
Newton,12,-118.2784,34.0074
West Valley,14,-118.5011,34.2012
Van Nuys,17,-118.44,34.1758
Wilshire,18,-118.3523,34.0491
West LA,22,-118.4393,34.04
Olympic,20,-118.3122,34.0527
N Hollywood,0,-118.4094,34.1958
Southwest,12,-118.3556,34.0216
West Valley,12,-118.5011,34.2012
West LA,19,-118.4289,34.0737
Van Nuys,14,-118.4662,34.1985
Southeast,5,-118.2564,33.9574
Northeast,15,-118.195,34.1085
Southeast,16,-118.2391,33.9431
77th Street,12,-118.3089,33.9892
Central,22,-118.2567,34.0405
West LA,14,-118.4367,34.0499
Southeast,22,-118.2435,33.9457
West Valley,22,-118.5317,34.2066
Mission,16,-118.434,34.3041
Hollywood,9,-118.3755,34.104
Devonshire,20,-118.5709,34.2573
Hollywood,0,-118.3091,34.0835
Hollenbeck,14,-118.198,34.0165
West Valley,18,-118.4846,34.1757
Northeast,6,-118.1875,34.1225
Rampart,13,-118.2736,34.0569
Devonshire,17,-118.5351,34.2766
N Hollywood,20,-118.3916,34.1826
Foothill,7,-118.398,34.2362
77th Street,18,-118.2783,33.9747
West Valley,19,-118.5361,34.2066
Hollywood,9,-118.3755,34.104
West LA,19,-118.422,34.0435
Van Nuys,17,-118.4376,34.138
Southeast,1,-118.2326,33.9439
N Hollywood,21,-118.4195,34.2125
Van Nuys,14,-118.4741,34.1867
Wilshire,7,-118.3273,34.069
Wilshire,13,-118.3448,34.0474
Newton,19,-118.2525,34.0177
Northeast,20,-118.2853,34.1123
Pacific,0,-118.4667,34.0008
Harbor,18,-118.2923,33.7406
Foothill,2,-118.4073,34.2816
Pacific,6,-118.3726,33.9761
Foothill,18,-118.429,34.2531
Devonshire,19,-118.4761,34.2646
Central,0,-118.2471,34.0435
Olympic,22,-118.2947,34.0473
Pacific,21,-118.3954,33.9699
Southwest,5,-118.3214,34.0108
Foothill,1,-118.4385,34.2648
Hollenbeck,23,-118.2133,34.0481
West Valley,16,-118.5417,34.2084
Olympic,11,-118.3091,34.0731
Devonshire,14,-118.5023,34.2575
Mission,13,-118.4603,34.3236
Foothill,5,-118.4086,34.2865
West Valley,16,-118.5142,34.2147
Foothill,14,-118.4239,34.2648
Van Nuys,21,-118.4574,34.1721
Newton,14,-118.245,34.0374
Harbor,21,-118.2667,33.7817
Hollywood,20,-118.3387,34.1016
77th Street,22,-118.287,33.9923
Van Nuys,16,-118.4296,34.1504
77th Street,16,-118.2871,33.9747
West LA,16,-118.5682,34.0921
77th Street,6,-118.3235,33.9813
N Hollywood,8,-118.345,34.134
Northeast,6,-118.2441,34.1177
Newton,9,-118.2588,34.0216
Olympic,15,-118.3066,34.049
Pacific,14,-118.4643,33.9843
Northeast,12,-118.2383,34.1096
77th Street,20,-118.2871,33.9643
Harbor,20,-118.2924,33.7343
Olympic,18,-118.3042,34.0617
Northeast,6,-118.1989,34.1066
Van Nuys,7,-118.4487,34.2012
Southwest,9,-118.3181,34.0001
N Hollywood,18,-118.4138,34.194
West Valley,10,-118.5011,34.165
Newton,12,-118.2391,34.0028
N Hollywood,15,-118.3703,34.1421
Newton,10,-118.2739,33.9934
Southwest,10,-118.3652,34.026
West LA,19,-118.3897,34.0305
Foothill,9,-118.377,34.2251
Devonshire,19,-118.5273,34.2573
Hollywood,9,-118.3192,34.1053
West LA,13,-118.3768,34.0445
Mission,13,-118.4113,34.2898
Wilshire,18,-118.3189,34.0472
Van Nuys,10,-118.4618,34.2138
Pacific,16,-118.4403,33.9873
Southwest,8,-118.2868,34.0215
Newton,19,-118.2564,33.9871
Hollywood,10,-118.3267,34.1052
77th Street,14,-118.2915,33.96
Wilshire,17,-118.3276,34.0639
Foothill,10,-118.3703,34.2085
Wilshire,18,-118.3408,34.0458
77th Street,13,-118.2827,33.9892
Devonshire,20,-118.5512,34.269
Central,22,-118.2374,34.0563
Newton,19,-118.2557,34.0168
Harbor,13,-118.3089,33.8191
Southwest,14,-118.2749,34.0277
Harbor,23,-118.2657,33.791
Devonshire,20,-118.5536,34.2573
Central,0,-118.244,34.0637
77th Street,20,-118.2838,33.9747
77th Street,12,-118.3112,33.979
West Valley,14,-118.5099,34.2084
Hollenbeck,18,-118.2067,34.0186
Topanga,10,-118.6552,34.1908
77th Street,15,-118.2871,33.9965
Van Nuys,19,-118.4356,34.1849
Olympic,6,-118.2853,34.0441
Northeast,19,-118.21,34.1221
77th Street,14,-118.2917,33.96
Southwest,4,-118.3229,34.0107
Topanga,9,-118.5882,34.1733
Hollywood,14,-118.3223,34.098
Rampart,18,-118.2731,34.0677
Olympic,20,-118.2998,34.0577
Olympic,18,-118.3031,34.0577
Rampart,14,-118.2724,34.0565
Van Nuys,13,-118.428,34.2012
Pacific,16,-118.4312,34.0049
Rampart,8,-118.278,34.0657
Hollenbeck,23,-118.1782,34.1115
West LA,10,-118.4301,34.0397
Mission,21,-118.4958,34.3216
Hollywood,21,-118.3656,34.098
Northeast,16,-118.2079,34.1131
Van Nuys,23,-118.44,34.2012
Olympic,19,-118.287,34.0637
Devonshire,17,-118.5907,34.2513
Devonshire,7,-118.4967,34.2539
Central,12,-118.2474,34.0412
Southeast,17,-118.2349,33.9325
Pacific,19,-118.4674,33.9898
Southwest,19,-118.2958,34.0182
Hollenbeck,13,-118.2028,34.0546
Northeast,1,-118.2602,34.0798
Hollywood,19,-118.3288,34.1016
Northeast,7,-118.2918,34.0935
Wilshire,23,-118.3711,34.066
Harbor,22,-118.299,33.737
Foothill,18,-118.4073,34.2816
Rampart,17,-118.2841,34.0418
Mission,8,-118.4507,34.3009
West LA,12,-118.4484,34.0465
Topanga,23,-118.5932,34.2234
Van Nuys,12,-118.4662,34.1985
Southeast,19,-118.2623,33.9345
Northeast,11,-118.2566,34.106
77th Street,23,-118.2739,33.9747
Hollenbeck,17,-118.2203,34.0301
Topanga,0,-118.5896,34.2065
Pacific,23,-118.4436,34.0273
Central,20,-118.2486,34.0724
West Valley,0,-118.4924,34.2012
West LA,7,-118.433,34.0516
Southwest,21,-118.3182,34.0108
Olympic,21,-118.3066,34.0654
Olympic,2,-118.3091,34.0803
77th Street,9,-118.3149,33.9891
Central,4,-118.2466,34.0454
Foothill,13,-118.4117,34.2737
Topanga,7,-118.6234,34.1864
77th Street,10,-118.3108,33.9921
77th Street,12,-118.3214,33.9932
Hollenbeck,12,-118.2156,34.0225
Olympic,8,-118.2929,34.056
Van Nuys,9,-118.4312,34.1867
Rampart,1,-118.2577,34.0675
Central,15,-118.2518,34.0488
77th Street,20,-118.3216,33.9837
Harbor,16,-118.2931,33.7483
Central,12,-118.2378,34.0545
Pacific,14,-118.4349,33.9308
Topanga,10,-118.6059,34.1974
Hollenbeck,21,-118.1975,34.0175
Foothill,22,-118.3938,34.2736
Harbor,10,-118.3093,33.8468
Southeast,16,-118.2462,33.9433
Van Nuys,14,-118.4618,34.1721
West Valley,16,-118.5142,34.2147
Foothill,22,-118.405,34.2839
Central,23,-118.2397,34.0525
Wilshire,22,-118.3614,34.0649
N Hollywood,5,-118.412,34.1849
West Valley,20,-118.5361,34.212
77th Street,3,-118.2827,33.9798
N Hollywood,18,-118.4138,34.194
Olympic,10,-118.3214,34.0672
Van Nuys,19,-118.4455,34.2012
Mission,0,-118.4675,34.2428
Central,22,-118.2374,34.0563
Wilshire,11,-118.3532,34.0736
Mission,19,-118.4588,34.2427
Southwest,20,-118.3089,34.0109
Southwest,18,-118.3002,34.0255
